cell_a,cell_b,weight,len
273,369,0.6,45.483694275238435
273,380,1.0,36.82946207072536
274,327,0.6,57.408290821175484
274,631,1.0,44.9691804891825
275,283,1.0,25.875785223942398
275,610,1.0,44.33650285927605
275,642,1.0,23.920999852159028
276,552,1.0,83.24491754154121
277,377,0.6,78.2944331785881
277,590,1.0,31.235190880701232
278,323,0.6,45.764224194666234
278,335,0.6,68.49713268779604
278,638,1.0,62.474372311413894
278,641,1.0,37.599400695073626
279,284,1.0,37.25815106437714
279,316,0.6,55.33772515667422
279,325,0.6,48.76689151023308
279,658,1.0,34.39366560305709
280,618,1.0,61.658069904096074
280,622,1.0,38.56147040258539
282,306,0.6,43.0586994370631
282,369,0.6,58.14189008175784
282,620,1.0,38.33798466113818
283,360,0.6,64.56630343360942
283,408,1.0,26.23444196551221
283,642,1.0,48.94375821338007
284,325,0.6,48.452711323639484
284,634,1.0,36.37312817435492
286,298,1.0,40.26543120120169
286,395,0.6,37.759216962544954
286,578,0.6,37.432790268500675
286,652,0.6,42.993115979850295
287,338,1.0,69.36254666852875
287,348,1.0,80.32553769384288
288,302,1.0,56.892615575443436
288,579,0.6,61.32260143531282
288,621,0.6,55.97459103317487
289,360,1.0,97.18755556542327
289,378,0.6,33.076788808609294
289,390,0.6,56.76649374871023
289,639,0.6,44.09813872664298
290,303,1.0,49.24436295712465
290,596,0.6,93.17108160825416
290,608,0.6,66.5637595775025
291,294,1.0,52.743542204902106
291,594,0.6,41.458261343256595
291,607,0.6,44.97730240230197
292,297,1.0,44.189563395921105
292,617,0.6,48.76977711969995
292,619,0.6,37.58839103468763
293,328,1.0,62.48276653383857
293,337,1.0,52.96662922421369
293,382,0.6,42.24163927656913
293,398,0.6,70.47871682284291
294,334,1.0,59.320819568196356
294,383,0.6,49.165022844094686
294,607,0.6,38.5253463744451
295,591,0.6,97.59591909352292
295,595,0.6,47.49913394435436
295,599,0.6,59.5469938182419
295,614,0.6,34.02556940199312
296,576,0.6,62.49630653933822
296,628,0.6,76.42965722158094
296,655,0.6,53.44112869771063
297,307,1.0,39.69264140844407
297,381,0.6,55.13820650226703
297,617,0.6,48.70512810535788
298,578,0.6,38.81810178582967
298,613,0.6,46.17003209516856
299,364,1.0,92.04057262750446
299,386,0.6,42.00184098138364
299,391,0.6,41.943448317570976
299,396,0.6,74.41776126373391
299,603,0.6,54.68991896399384
300,301,1.0,42.37675496015035
300,306,1.0,89.31369607521337
300,567,0.6,45.06643411515689
300,612,0.6,40.90640082155191
300,620,0.6,65.48823332888045
301,321,1.0,94.15037126308368
301,612,0.6,45.06225922112649
301,626,0.6,47.37413662039652
302,573,0.6,37.82669860638071
302,577,0.6,70.873421240797
302,579,0.6,65.6571934244707
303,375,0.6,41.649587010337726
303,595,0.6,70.29059734179995
303,608,0.6,92.03983633762627
304,328,1.0,75.41017430450016
304,354,0.6,45.0295950715176
304,369,1.0,50.635348275673906
304,380,0.6,38.23121506244344
305,310,1.0,78.48669056020569
305,367,1.0,97.35881415513873
305,571,0.6,40.19002966095337
305,580,0.6,80.05031888133682
305,625,0.6,68.43721849932798
306,369,1.0,57.26617130087583
306,620,0.6,50.17410291796568
307,310,1.0,32.35447440991116
307,381,0.6,52.09280882247067
307,580,0.6,59.89251834184892
308,321,1.0,95.87148247462856
308,334,1.0,75.38051022314
308,387,0.6,38.37639847890737
308,593,0.6,53.896355145157024
308,623,0.6,57.45017120544113
309,342,1.0,87.26353553103084
309,405,0.6,72.06528337451103
309,588,0.6,62.79585617707838
309,602,0.6,50.39793735573347
310,580,0.6,43.628767342723336
311,318,1.0,66.16829454642328
311,568,0.6,37.79818939363999
311,582,0.6,61.880673915300726
311,583,0.6,42.84717025355324
311,585,0.6,54.01530364385655
312,355,1.0,91.02169612533548
312,627,0.6,44.91192737426881
312,649,0.6,67.51837613779033
312,659,0.6,74.08379706351265
313,315,1.0,42.243668679531275
313,340,1.0,43.71222956600768
313,361,0.6,34.212472643058156
314,324,1.0,55.30555001762924
314,330,1.0,38.28031116478633
314,605,0.6,81.23795127239228
314,631,0.6,63.833194697915026
315,332,1.0,49.09742953634779
315,361,0.6,43.687348981670176
316,325,1.0,73.80720851816653
316,624,0.6,61.78282163642142
316,658,0.6,48.39097729592581
317,333,1.0,91.2752305758313
317,341,1.0,59.14113376154031
318,373,1.0,70.31646893069129
318,570,0.6,45.15831425696827
318,583,0.6,59.872867112544185
319,320,1.0,47.90582501195604
319,333,1.0,53.536138995206045
320,343,1.0,58.328737792477
321,388,0.6,48.069572774723305
321,623,0.6,62.457022471164024
321,626,0.6,61.7168973695451
321,630,0.6,46.34714922157128
322,368,1.0,84.76661871931363
322,401,0.6,48.860525623478644
322,572,0.6,63.94184081984291
323,331,1.0,97.02588592379212
323,335,1.0,75.0374972844017
323,379,0.6,71.40722825514393
323,641,0.6,55.48349940894183
324,330,1.0,91.72408710287537
324,347,1.0,102.20290896067272
324,605,0.6,48.10569549082162
325,604,0.6,72.1938238479508
325,634,0.6,48.65145604413888
326,340,1.0,80.97778959209107
326,376,0.6,54.35902039742942
327,330,1.0,51.453843909100705
327,631,0.6,51.17562447602435
328,354,0.6,62.274305375355134
328,398,0.6,56.432040453568604
328,404,0.6,49.390301496127464
329,358,1.0,86.95644632509439
330,631,0.6,45.69917579332103
331,357,1.0,87.0173929952149
331,379,0.6,50.18155693652499
331,598,0.6,71.94162655820008
331,615,0.6,50.285210738270074
332,643,0.6,51.43011869801736
332,650,0.6,79.82547967339863
334,383,0.6,44.42022444354844
334,593,0.6,55.43389854900724
335,604,0.6,97.14011367752796
335,638,0.6,49.49080153346957
335,648,0.6,58.8118660970038
336,338,1.0,76.62463250113831
336,347,1.0,63.271410751770965
337,377,1.0,82.04965049080735
337,382,0.6,47.47446025781799
337,392,0.6,49.996163683788886
339,644,0.6,63.1284355050615
339,647,0.6,82.13390135943897
339,656,0.6,89.24393835147661
340,361,0.6,60.887534969470984
340,376,0.6,67.9556043926663
341,358,1.0,77.50387564804966
342,405,0.6,53.298521997887676
342,600,0.6,53.693022133217404
342,601,0.6,51.69481745991049
343,348,1.0,81.99916042808081
344,389,0.6,65.37344885922315
344,400,0.6,61.76603621102433
344,402,0.6,51.34586857101171
344,575,0.6,54.08236817735357
344,582,0.6,85.85244440019662
344,660,0.6,85.25438351624447
345,374,1.0,94.02659549816507
345,384,0.6,35.270907109051144
345,397,0.6,52.59387491256727
345,600,0.6,85.56290859735493
346,632,0.6,48.91462374366461
346,635,0.6,66.0396630951523
346,645,0.6,73.89522250942585
347,605,0.6,83.60058899948697
349,351,1.0,87.44648186029647
350,362,1.0,74.87286099196616
350,366,1.0,62.3253116201561
351,656,0.6,101.22780865020319
352,390,0.6,60.77548582723508
352,393,0.6,45.28229067702871
353,616,0.6,70.31545233621695
353,653,0.6,86.94130282249506
353,654,0.6,70.60442437842418
353,662,0.6,88.29759049710863
354,380,1.0,29.71654834819009
354,404,1.0,23.338199269239816
355,637,0.6,59.87920575815474
355,646,0.6,75.7521904442518
355,649,0.6,62.90667846526155
356,587,0.6,53.444679730379576
357,372,1.0,83.36492528407716
357,597,0.6,61.52696416117971
357,598,0.6,85.27752200033441
359,407,0.6,59.032517390744935
359,659,0.6,83.60648407899777
359,663,0.6,71.1705466290498
360,408,0.6,56.36922252246677
360,609,0.6,65.73064145552567
360,639,0.6,70.73168488530212
362,365,1.0,85.9417058301291
363,418,0.6,96.93672377384867
363,484,0.6,87.16926711868949
363,503,0.6,82.53488185455686
364,370,1.0,78.64613406607982
364,603,0.6,66.63671098823258
364,651,0.6,59.53382295840451
367,584,0.6,63.06141634473457
367,625,0.6,83.84242017267078
367,640,0.6,70.55121235181491
367,647,0.6,70.99305808695794
368,396,0.6,61.81078743242889
368,399,0.6,51.20648175323457
368,572,0.6,61.10335931023184
369,380,0.6,52.330405102014815
370,394,0.6,65.67518862705194
370,651,0.6,55.86697622345647
370,661,0.6,94.12786544797527
371,406,0.6,71.26469197616525
371,574,0.6,50.54200874434043
371,587,0.6,85.92764114054326
372,569,0.6,70.94676568497462
372,597,0.6,73.48388824991189
373,385,0.6,53.0432243835393
373,403,0.6,48.26341069915683
373,636,0.6,77.29576244404716
374,384,0.6,82.44074577316223
374,586,0.6,75.47527559729158
374,592,0.6,55.19819969126366
375,595,1.0,44.91274584718406
376,424,0.6,72.65519984865503
377,392,0.6,74.1567381516442
377,590,0.6,74.68175169738485
377,611,0.6,86.4672811580863
377,635,0.6,98.84725240935917
378,390,1.0,38.17541681387718
378,639,1.0,56.634229822141535
379,615,1.0,33.023129996514
379,641,1.0,30.309426785446963
381,482,0.6,69.65389042114514
381,580,1.0,51.89551637632451
381,617,1.0,49.625840173070046
382,392,1.0,67.00530724859972
382,398,1.0,58.64125751884799
383,593,1.0,62.881913625678415
383,607,1.0,46.162314324009664
384,397,1.0,38.81119304533984
384,586,1.0,25.012124406808326
385,403,1.0,48.690941195053306
385,636,1.0,43.766363600661364
386,391,1.0,38.37902450856148
386,396,1.0,40.28004872882403
387,593,1.0,48.68840290339899
387,623,1.0,35.176702323343484
388,623,1.0,39.379545829704234
388,630,1.0,32.459363166367524
389,402,1.0,38.987291375776685
389,582,1.0,29.852928972299924
389,585,1.0,52.25317817503575
390,393,1.0,59.585200542337226
391,603,1.0,49.14276787810744
392,590,1.0,41.31458045158639
394,651,1.0,82.24902526147434
394,661,1.0,47.41833289675966
395,423,0.6,70.8836866610964
395,499,0.6,63.916211507063096
395,578,1.0,23.77229296986147
395,652,1.0,27.91735812345329
396,399,1.0,27.17745848349732
397,586,1.0,51.79866547003082
397,600,1.0,50.694832533276944
398,404,1.0,57.06741614439624
399,412,0.6,64.7928712683108
399,421,0.6,58.19645841460684
399,572,1.0,45.317885679831804
400,575,1.0,26.2666260698676
400,660,1.0,33.16998666769058
401,464,0.6,54.79101329563495
401,471,0.6,45.22734295904101
401,495,0.6,52.31926855015283
401,572,1.0,61.58416107342633
402,575,1.0,22.578502471745
405,601,1.0,42.19401963158409
405,602,1.0,41.66907067364401
406,574,1.0,36.84436081985306
406,587,1.0,40.36798185487112
407,657,1.0,59.59063617188035
407,663,1.0,54.60140078601539
408,609,1.0,35.649423400333625
409,431,1.0,27.95537087706359
409,450,1.0,16.017448199954227
409,461,1.0,19.592228444795285
409,473,1.0,19.466087812254717
409,506,1.0,20.746876125569695
409,507,1.0,18.751049333225176
410,419,1.0,29.68857782241572
410,424,1.0,14.86247989168237
410,434,1.0,15.644376304168746
410,440,1.0,16.205548693202484
411,448,1.0,15.791722695364092
411,455,1.0,19.113090834584362
411,466,1.0,27.13645524290675
411,476,1.0,19.016895192726327
412,421,1.0,15.378745483898557
412,469,1.0,30.863701626564833
412,479,1.0,19.305282541411938
413,422,1.0,23.403520950837645
413,459,1.0,21.515636083857114
413,460,1.0,20.127111636423994
413,498,1.0,34.61806779608538
413,508,1.0,8.03337795508461
414,467,1.0,15.303530004038157
414,487,1.0,19.564322196448625
414,499,1.0,32.503264669150056
415,416,1.0,21.68459003603337
415,438,1.0,18.460072539619922
415,439,1.0,15.219209396975284
415,458,1.0,18.768757102361285
415,463,1.0,27.68860600783316
415,493,1.0,24.911276844123584
416,458,1.0,23.943363745285687
416,463,1.0,33.278917352830355
416,466,1.0,41.86282365298507
416,488,1.0,17.782420667983846
416,490,1.0,20.870772413913148
417,431,1.0,20.888144505254594
417,438,1.0,15.542082398030614
417,463,1.0,23.31772946313379
417,507,1.0,23.458029498755714
418,456,1.0,21.55418736356736
418,461,1.0,32.34059067196334
418,468,1.0,90.63916751460468
418,494,1.0,12.925887433855182
418,503,1.0,24.10394697299285
418,504,1.0,40.66562168526324
419,440,1.0,15.735087890745515
419,449,1.0,35.48154036317128
420,427,1.0,20.737915045519845
420,430,1.0,20.28603982590703
420,448,1.0,19.395919624445764
420,453,1.0,24.134511452553248
420,455,1.0,25.02081108272804
420,491,1.0,24.64125200339302
420,496,1.0,23.263178142935487
421,464,1.0,22.99681024768848
421,469,1.0,24.943898672104353
421,572,0.6,44.418917930655134
422,459,1.0,32.59777980992497
422,460,1.0,14.203255062577522
422,486,1.0,14.846000732763658
422,569,0.6,67.26896204257035
423,441,1.0,16.963044768202867
423,442,1.0,16.425613142712475
423,467,1.0,25.82542293977866
423,499,1.0,18.816948477576926
423,652,0.6,81.80538275844752
424,434,1.0,27.19478308231876
425,445,1.0,25.591512213534852
425,482,1.0,33.764861377809666
425,489,1.0,24.187749315956353
425,571,0.6,48.94791706661353
425,580,0.6,61.67429538318928
426,437,1.0,15.14532853854198
426,443,1.0,15.016600946288117
426,614,0.6,60.551704083944415
427,455,1.0,14.467575538293557
427,488,1.0,18.753549671002325
427,491,1.0,17.734052356867323
428,468,1.0,33.42287186291889
428,504,1.0,40.75188563804311
428,506,1.0,39.12087981438629
429,447,1.0,14.875278242341542
429,451,1.0,21.237903380626854
429,470,1.0,23.627519342765424
429,477,1.0,27.082576890159668
429,480,1.0,27.781895899103947
429,481,1.0,24.95545386135724
430,452,1.0,27.692015711845407
430,453,1.0,28.607467723702026
430,462,1.0,19.82912843563751
430,491,1.0,22.234041966253542
430,497,1.0,20.77666702252899
431,506,1.0,30.390237489779693
431,507,1.0,15.747392938256429
432,446,1.0,16.25493184190226
432,460,1.0,23.11897510820164
432,475,1.0,67.63835273857472
432,486,1.0,24.092361987341274
432,498,1.0,24.065692075330027
433,435,1.0,22.40559954197437
433,452,1.0,17.324363176399306
433,462,1.0,16.583262869163523
433,505,1.0,18.330165953494582
434,440,1.0,15.475080514145805
434,449,1.0,51.33354083884555
435,462,1.0,16.08576614160008
435,481,1.0,19.295601637430387
435,497,1.0,22.636738572650653
435,500,1.0,15.403708246507641
435,505,1.0,17.406625749300407
436,485,1.0,46.0598896696633
436,502,1.0,38.99941847102474
437,614,0.6,68.4487489659874
438,439,1.0,13.598131771991412
438,463,1.0,17.802771826173156
438,507,1.0,25.297599487601694
439,493,1.0,16.841215693593195
439,507,1.0,20.21130745880498
440,449,1.0,43.2241906187074
441,442,1.0,18.460130767454253
441,467,1.0,21.132874124663214
441,487,1.0,27.890232399404287
442,652,0.6,88.76717343919306
443,591,0.6,67.8677880948707
443,599,0.6,50.56755415574691
443,614,0.6,53.71533949381913
444,457,1.0,20.889266030307777
444,458,1.0,26.722110438551862
444,473,1.0,18.258688522175866
444,477,1.0,24.909114617341174
444,480,1.0,30.207745480622602
444,493,1.0,15.147997256541878
445,454,1.0,17.52057333089001
445,474,1.0,25.23746723337273
445,489,1.0,24.22833249472163
446,486,1.0,17.84493518262259
446,597,0.6,79.25653324979618
447,451,1.0,19.58093829445659
447,470,1.0,26.33048600676597
447,472,1.0,18.040077962832644
447,492,1.0,19.82639498416724
448,455,1.0,20.81822324385133
448,476,1.0,17.81031870728789
448,496,1.0,18.096755346162556
449,516,0.6,98.61610393296681
450,456,1.0,15.481314573466
450,461,1.0,19.06379936707325
450,473,1.0,14.640886966797705
450,477,1.0,32.47244888280428
451,477,1.0,18.50364618904368
451,492,1.0,21.962706115687034
451,494,1.0,24.321673471456887
452,453,1.0,15.01247284045494
452,462,1.0,18.70750382335253
453,496,1.0,15.591382616780741
454,474,1.0,16.932201135850438
455,466,1.0,24.737063588525032
455,488,1.0,28.473549332069066
456,461,1.0,19.03307915682188
456,477,1.0,32.154484354083536
456,494,1.0,15.522463813253314
457,458,1.0,23.240652183746626
457,480,1.0,18.54400580960919
457,491,1.0,25.795920436211322
457,497,1.0,27.90100422097607
458,488,1.0,19.990386887416893
458,491,1.0,28.09817181955773
458,493,1.0,27.56635350524882
459,508,1.0,14.901789585218038
459,569,0.6,78.91925291942763
460,486,1.0,18.947705204272008
460,498,1.0,25.714890843811872
461,504,1.0,17.690366533183727
461,506,1.0,19.21817348017202
462,497,1.0,23.527990095043982
463,465,1.0,14.796274904540772
463,490,1.0,25.44737670009693
464,469,1.0,19.799795346497003
464,471,1.0,23.844743697697794
464,572,0.6,36.63741225297949
465,490,1.0,15.660561706635114
466,488,1.0,40.12729095361142
466,490,1.0,43.10803177326886
467,487,1.0,23.620148299032508
467,499,1.0,19.235600508970666
468,504,1.0,57.37160849275949
469,471,1.0,21.87160938639356
469,479,1.0,31.386769588061124
469,495,1.0,31.432533439680785
469,501,1.0,37.17755068178691
470,472,1.0,26.69939909353242
470,481,1.0,23.73539387237347
470,500,1.0,25.358313106164292
470,505,1.0,41.9378491104617
471,495,1.0,17.670610443818045
472,484,1.0,26.539427999417335
472,492,1.0,25.2230731072939
473,477,1.0,31.511755481962503
473,493,1.0,13.277158801125973
473,507,1.0,25.538170736215186
474,485,1.0,24.81666842257087
474,489,1.0,20.05139816241296
475,498,1.0,57.5983590208917
476,496,1.0,22.29513476972182
477,480,1.0,24.161045525220786
477,494,1.0,31.798260300346573
478,495,1.0,30.01641762511161
478,501,1.0,25.540361418228187
479,483,1.0,19.09663508860325
479,501,1.0,33.08244884124668
480,481,1.0,26.74473984534536
480,497,1.0,20.685436986885378
481,497,1.0,23.107391869887433
481,500,1.0,16.900155599913088
482,489,1.0,40.265359985292335
482,502,1.0,32.42152074069209
482,580,0.6,41.05425878125282
483,501,1.0,24.8940122567592
484,492,1.0,29.09417031200939
484,503,1.0,34.82417329770734
485,489,1.0,28.28706385868108
485,502,1.0,32.00295840257613
486,569,0.6,66.36682616951744
486,597,0.6,78.35277031142948
488,491,1.0,22.134725674503994
489,502,1.0,34.10473693619121
491,497,1.0,30.19610864445914
492,494,1.0,29.895513389639802
492,503,1.0,22.450078217767246
493,507,1.0,24.879075709627344
494,503,1.0,28.409738174557344
495,501,1.0,41.63635123484613
499,578,0.6,68.59184057680392
499,613,0.6,74.88344239755105
500,505,1.0,17.32893722976047
504,506,1.0,16.696297669004487
509,555,1.0,99.27244093104511
510,548,1.0,49.68969945264531
510,553,1.0,62.61482461435556
511,516,1.0,50.167833125951624
511,557,1.0,62.90033741955514
511,558,1.0,98.56192693661882
512,519,1.0,46.74850789811213
512,536,1.0,44.77375719098722
514,534,1.0,43.179867551842314
514,548,1.0,47.86067953192195
518,520,1.0,95.79631689472
518,536,1.0,43.788404505623
518,539,1.0,45.74472049333371
519,536,1.0,90.18911735374346
520,539,1.0,52.07964876172052
520,565,1.0,98.58222683213097
521,528,1.0,78.74537903045457
523,531,1.0,66.89526310286487
523,549,1.0,52.26876853116086
524,560,1.0,73.33147051911041
525,537,1.0,75.99584283056429
526,527,1.0,101.03435054165013
526,564,1.0,89.96322491051949
527,565,1.0,51.967071918300526
529,538,1.0,52.50125331491062
529,562,1.0,69.93861723681157
530,547,1.0,68.38526926333128
530,551,1.0,86.15651995293355
531,532,1.0,49.46687613915426
532,535,1.0,77.84047957499348
535,546,1.0,61.36867861448489
537,556,1.0,71.8590507983288
540,550,1.0,64.65852403591282
540,553,1.0,72.21463366027325
541,552,1.0,102.10597158091738
541,564,1.0,72.42786287213504
543,551,1.0,84.50977872440859
545,556,1.0,46.823773103992174
547,563,1.0,79.27394456433288
557,558,1.0,48.88356146236106
561,562,1.0,99.8741520950441
567,612,1.0,48.57697532059279
567,620,1.0,34.48064165553751
568,583,1.0,27.439032289366985
568,585,1.0,24.910928823562937
569,597,1.0,42.1974918960553
570,583,1.0,40.10181062395167
571,580,1.0,68.29512276034434
571,625,1.0,47.55702779694377
573,577,1.0,64.80376969494397
573,588,1.0,42.70577274181224
576,606,1.0,58.13908783968626
577,579,1.0,29.935070307103803
577,588,1.0,91.354347226511
578,613,1.0,39.50317041456371
579,621,1.0,42.90380819860375
581,628,1.0,33.322824154900914
581,636,1.0,36.088654213361984
582,585,1.0,26.67718335870783
584,647,1.0,36.32851062264529
586,592,1.0,72.38312396040666
588,602,1.0,37.285338962870725
589,650,1.0,50.318570632863384
589,664,1.0,62.41865394190918
591,599,1.0,39.404236320514755
591,621,1.0,69.16080650850756
594,607,1.0,49.07180392518698
595,614,1.0,74.348632400662
596,608,1.0,29.89953369487157
596,613,1.0,93.46477006869843
597,598,1.0,100.04809117238655
598,615,1.0,35.25981264399859
599,614,1.0,30.06283075910447
600,601,1.0,52.663940203382374
603,651,1.0,56.799503426826035
604,633,1.0,25.1350955213227
604,634,1.0,25.943727122924443
604,648,1.0,49.49538463639261
609,639,1.0,50.48157083446875
610,642,1.0,22.360424849072334
611,635,1.0,23.567289451546035
612,626,1.0,59.92077475437862
615,641,1.0,58.987898794895
616,653,1.0,39.897404318409045
616,654,1.0,45.41531214050289
617,619,1.0,35.28049009426628
618,622,1.0,35.49169605793997
618,652,1.0,94.54762373688143
624,658,1.0,34.72958252957757
624,664,1.0,64.75595869937862
625,640,1.0,29.367211714009155
626,630,1.0,38.10039576747721
627,649,1.0,68.37309740505849
627,659,1.0,48.971175231756064
628,655,1.0,28.877521043807604
629,645,1.0,44.11777847040512
632,635,1.0,36.231756747246436
632,645,1.0,54.58862485613273
633,648,1.0,27.215304686814935
637,646,1.0,45.70864977241781
637,649,1.0,57.81861006427403
638,648,1.0,36.750302413180464
643,650,1.0,47.0810339505649
644,647,1.0,72.4534556068585
644,656,1.0,66.84722903180722
646,660,1.0,30.114290355768627
657,662,1.0,57.873372660243085
657,663,1.0,86.53222335733398
659,663,1.0,72.03913993357887
