cell_a,cell_b,weight,len
257,371,0.6,70.61343073362292
258,513,1.0,51.957018799747004
258,566,1.0,90.50867682336735
259,367,0.6,63.20595528157946
259,584,1.0,23.761038613641375
259,640,1.0,23.21124001090151
260,524,1.0,98.14306197689635
261,441,1.0,35.72692056406171
261,442,1.0,47.919998443782724
261,487,1.0,24.809033106786494
261,517,0.6,84.58940742975075
262,269,1.0,70.12107827165671
262,566,1.0,74.33211628848171
263,352,0.6,53.55075244209714
263,393,1.0,42.24794167768482
263,594,1.0,96.15236825818927
264,561,1.0,59.91155975062813
265,318,0.6,45.530216090574044
265,373,0.6,57.59155803057883
265,403,1.0,21.668861384882764
265,570,1.0,24.778872667643753
266,326,0.6,72.84812268807347
266,610,1.0,41.3620826919193
266,642,1.0,63.328745728758676
267,269,1.0,45.030259749318546
267,281,1.0,39.267419474392184
268,270,1.0,36.420880201021355
268,521,1.0,35.69973328773258
271,463,1.0,25.571991436655814
271,465,1.0,14.164170895823002
271,490,1.0,26.181997110129643
272,296,0.6,49.78612652124158
272,655,1.0,29.360560354230746
273,282,1.0,49.75695859390528
